"","X","favorite_count","id","retweet_count","timestamp","user_follower_count","user_id","user_screen_name","true_indicator","original_tweet","polarity","subjectivity","cat_polarity"
"784",244,2,9.89e+17,2,"Tue Apr 24 10:30:13 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Research research vaccines is parents advice  https://t.co/jhlKwfyuPX #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"785",245,2,9.89e+17,1,"Tue Apr 24 02:32:39 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Yes, our children have less chickenpox due to the vaccine.  However, shingles, a painful reoccurrence of chickenpox, has become an epidemic illness affecting both children and adults.https://t.co/vRnbDmgyx5 #vaxwithme #vaxxed #vaccines #vaccineswork",-0.330555556,0.447222222,"negative"
"786",246,0,9.88e+17,0,"Mon Apr 23 08:59:18 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed https://t.co/zoAHwFktva",0,0,"neutral"
"787",247,0,9.88e+17,0,"Mon Apr 23 08:55:27 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/e7GPbMGgtO #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"788",248,3,9.88e+17,2,"Mon Apr 23 00:41:41 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"@TYLERG927 @jim_herd @Stutzy6 @lifebiomedguru @and_kell We should make Paul Offit take 10,000 vaccines",0,0,"neutral"
"789",249,0,9.88e+17,1,"Sun Apr 22 13:23:26 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Fatigue set in after Gardisil vaccine and headaches, scoliosis. Do your research  https://t.co/o2dr0NhQGo #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"790",250,0,9.88e+17,0,"Sun Apr 22 12:21:11 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Dr Suzanne take on Vitamin K shot https://t.co/J3QfT0ZPgQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme",0,0,"neutral"
"791",251,0,9.88e+17,1,"Sat Apr 21 10:50:09 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Generation lost from vaccine injuries horrific story of family struggle.  https://t.co/N3iL2nrTmT #vaxwithme #vaxxed #vaccines #vaccineswork",-1,1,"negative"
"792",252,0,9.88e+17,2,"Sat Apr 21 09:19:14 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"RN will never vaccinate again  https://t.co/A3H7xfJPi4 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"793",253,0,9.88e+17,0,"Sat Apr 21 06:03:22 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Doctors say the stupidest things when they don't know what else to say  https://t.co/QgIOq9Zhlp #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"794",254,3,9.87e+17,4,"Fri Apr 20 12:02:12 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"NiCU nurse woke up to horrors of vaccinating premie babies and quit. https://t.co/jFNOGgKHnc #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"795",255,3,9.87e+17,2,"Fri Apr 20 12:01:26 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Mother was never the same after vaccination nurse came up from behind when discharge gave her the jab. Make sure that you read paperwork at hospital if u sign for whatever they feel necessary they can give u flu shot.  https://t.co/GLtjQcZvn8 #vaxwithme #vaxxed #vaccines",0.033333333,0.862962963,"positive"
"796",256,0,9.87e+17,0,"Thu Apr 19 11:15:48 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Hep B and Vitamin K made my baby sick https://t.co/oWxw0de5Xm #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.714285714,0.857142857,"negative"
"797",257,4,9.87e+17,4,"Thu Apr 19 07:26:04 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"We're destroying the health of a generation https://t.co/peIrTPV1xw #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.2,0,"negative"
"798",258,1,9.87e+17,0,"Thu Apr 19 06:56:59 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"@and_kell @ThisMomHCN Please listen to vaccine injury stories. Pediatricians will say the vaccines aren't the problem but parents know better https://t.co/WihphpWjlM",0.5,0.5,"positive"
"799",259,0,9.87e+17,0,"Thu Apr 19 06:54:45 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"@and_kell @ThisMomHCN You should listen to the patients about their kids regression after  vaccines. Listen to vaxxed injury stories  https://t.co/WihphpWjlM",0,0,"neutral"
"800",260,2,9.87e+17,2,"Wed Apr 18 19:22:27 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"My vaccinated child gave my 4 month old baby chickenpox https://t.co/YHkITJ6RmC #vaxwithme #vaxxed #vaccineswork #vaccines",0.1,0.2,"positive"
"801",261,3,9.87e+17,1,"Wed Apr 18 11:08:41 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Eric's life before and after vaccines https://t.co/PI9XhAS0Hz #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"802",262,2,9.87e+17,3,"Wed Apr 18 10:53:46 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"No more vaccines for this family https://t.co/C3cklw0ly3 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"803",263,3,9.87e+17,2,"Wed Apr 18 10:43:13 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Vaccines ruined daughter life. Won in vaccine court https://t.co/7QiuR3sQkV #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"804",264,2,9.86e+17,2,"Tue Apr 17 01:05:14 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Son diagnosed with enlarged kidney but still was vaccinated. Should not vaccinate sick child. Doctors should be held liable. https://t.co/7p7e8e4lcF #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.407142857,0.678571429,"negative"
"805",265,2,9.86e+17,2,"Mon Apr 16 18:55:29 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Daughter died from the HPV vaccine. This is such a sad story. https://t.co/h7ouuVbxX4  #vaxwithme #vaxxed #vaccineswork #vaccines",-0.5,1,"negative"
"806",266,1,9.86e+17,1,"Mon Apr 16 11:43:12 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"45 minutes later son died after vaccine https://t.co/gf8oPmvL52 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"807",267,4,9.86e+17,3,"Mon Apr 16 11:42:18 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Flu vaccine killed daughter https://t.co/gFbmCXReUT #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.2,0,"negative"
"808",268,4,9.86e+17,2,"Mon Apr 16 11:41:08 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Doctor kept vaccinatong even though son was sick https://t.co/kc0jjBR3Z8 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.714285714,0.857142857,"negative"
"809",269,2,9.86e+17,1,"Mon Apr 16 11:27:56 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Vaccines completely destroyed sons life https://t.co/kc0jjBR3Z8 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.1,0.4,"positive"
"810",270,0,9.86e+17,0,"Mon Apr 16 11:27:24 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Scientist will never vaccinate again.  https://t.co/xYnJTVVVG4 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"811",271,0,9.86e+17,0,"Mon Apr 16 09:52:30 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Doesn't want to go back to orking with Big Pharma https://t.co/PX8qVbqEl2 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0.05,"neutral"
"812",272,1,9.85e+17,2,"Fri Apr 13 20:14:17 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Dr after having vaccine injured kids no longer vaccinates. https://t.co/13R42TUvU2 #vaxwithme #vaxxed #vaccineswork #vaccines",0,0,"neutral"
"813",273,2,9.84e+17,3,"Thu Apr 12 11:43:27 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Child's personality changed after forced vaccinations https://t.co/Mu8gL2SD2P #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed #vaccines",-0.3,0.2,"negative"
"814",274,2,9.84e+17,3,"Thu Apr 12 11:12:32 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"After a 10 vaccine cocktail daughter regressed. You wouldn't get 10 diseases at once. https://t.co/H9fUDMrHhY #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"815",275,2,9.84e+17,1,"Thu Apr 12 00:26:05 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"One of the largest gaffes is that “the entire paradigm to aluminum dosing in vaccines [was not] determined considering body weight https://t.co/DihnOH02NC #vaxwithme #vaxxed #vaccines #vaccineswork",0,0.625,"neutral"
"816",276,2,9.84e+17,1,"Wed Apr 11 16:09:20 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Lisa Marks Smith vaccine court case won for flu vaccine injury the respondent opted to not to contest https://t.co/HOoqig3cYo #vaxwithme #vaxxed #vaccineswork #vaccines",0,0,"neutral"
"817",277,3,9.84e+17,1,"Wed Apr 11 16:04:14 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Received money from vaccine court https://t.co/SprpLrqnLy #vaxwithme #vaxxed #vaccineswork #vaccines",0,0,"neutral"
"818",278,1,9.84e+17,1,"Wed Apr 11 15:51:31 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Lady has been injured by the flu shot https://t.co/SprpLrqnLy #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"819",279,2,9.84e+17,1,"Wed Apr 11 14:11:59 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"We will never vaccinate again https://t.co/ZhX0aNjlmQ #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"820",280,1,9.84e+17,0,"Tue Apr 10 19:55:52 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Nobody was there to help when the going got tough https://t.co/ItmQgP0Gnl #vaxwithme #vaccines #vaccineswork #vaxxed",-0.388888889,0.833333333,"negative"
"821",281,4,9.84e+17,2,"Tue Apr 10 17:34:30 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Compensated for by the National Vaccine Injury Compensation Program.  Here is proof with this case that the vaccine has caused autism. https://t.co/DJIRFFOtZW #vaxwithme #vaccines #vaccineswork #vaccines",0,0,"neutral"
"822",282,1,9.84e+17,0,"Tue Apr 10 14:21:31 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"HPV Vaccines are Government sanctioned holocaust https://t.co/M5NcJz6oca #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"823",283,3,9.84e+17,1,"Tue Apr 10 11:37:05 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"9 vaccines at once caused injury but was able to recover after 5 years https://t.co/qmuNhdasHa #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.5,0.625,"positive"
"824",284,9,9.84e+17,3,"Tue Apr 10 11:11:12 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"@libertytarian Who is going fact check him as he lies about aborted fetal cells in vaccines https://t.co/YldRDyBvzL",0,0,"neutral"
"825",285,1,9.84e+17,0,"Tue Apr 10 10:14:00 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Were not going to take it anymore. They know vaccines injure too there is too much money to be made. https://t.co/tuuuJzbASw #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.2,0.2,"positive"
"826",286,2,9.84e+17,0,"Tue Apr 10 09:48:23 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"These non vaxxers were pro vaccine till injury occurs https://t.co/oghaxhIIEn #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"827",287,0,9.84e+17,0,"Tue Apr 10 00:52:12 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"HPV vaccine killed daughter https://t.co/yG7t3SB4RB #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.2,0,"negative"
"828",288,0,9.83e+17,1,"Mon Apr 09 21:53:20 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"I vaxxed my kid to autism https://t.co/bSyXLB2JMY @vaxwithme @vaccines @vaxxed @vaxxineswork",0,0,"neutral"
"829",289,4,9.83e+17,3,"Mon Apr 09 11:22:46 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Another death by HPV  vaccine https://t.co/jO7mMqcUos #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"830",290,2,9.83e+17,0,"Mon Apr 09 10:36:44 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Doctors are ignorant about HPV vaccine injuries.  https://t.co/xYPwMXt7t6 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme",0,0,"neutral"
"831",291,6,9.83e+17,6,"Mon Apr 09 10:18:54 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Is HPV vaccine being used as population control https://t.co/jih4KqGN8w #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"832",292,3,9.83e+17,3,"Sun Apr 08 18:03:00 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/wBR4QlIHpg",0,0,"neutral"
"833",293,2,9.83e+17,3,"Sat Apr 07 13:51:34 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"SIDS technician supervisor fired for being an advocate for a vaccine injured family  https://t.co/qz39iYR81T #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"834",294,4,9.83e+17,1,"Sat Apr 07 12:23:24 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Dead doctors and GCMAF connection.  https://t.co/gklAZvX1TP #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.2,0.4,"negative"
"835",295,2,9.82e+17,1,"Fri Apr 06 20:42:35 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Why is it we don't believe God make us perfect and we don't need vaccines vaccineshttps://www.youtube.com/watch?v=OjGYgvnbJbM @vaxwithme @vaccines @vaccineswork @vaxxed",1,1,"positive"
"836",296,2,9.82e+17,0,"Fri Apr 06 20:11:37 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"@warriormama1019 Yes I believe there is enough evidence to support that vaccines causes autism as it causes an immune reaction",0,0.5,"neutral"
"837",297,8,9.82e+17,7,"Fri Apr 06 19:52:01 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"All children cannot tolerate the current vaccination schedule which is a total of 72 vaccines.  There are a lot of toxic ingredients in the vaccine.  Government should not be in the business to mandate vaccines @herbconaway",0,0.575,"neutral"
"838",298,3,9.82e+17,2,"Fri Apr 06 10:02:59 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Dr Tenpenny sounds the alarm on vaccine dangers where others say they r safe https://t.co/PRfhPjbvk0 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.5,0.5,"positive"
"839",299,3,9.82e+17,2,"Fri Apr 06 07:36:28 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Forced Vaccinations in the US https://t.co/sE8tpzAeot #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",-0.3,0.2,"negative"
"840",300,1,9.82e+17,1,"Thu Apr 05 23:37:13 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Developed allergies after vaccinated. Doctor falsified records. https://t.co/ofVtVszhod #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.1,0.3,"positive"
"841",301,1,9.82e+17,1,"Thu Apr 05 11:22:21 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Please listen to these parents with vaccine injured kids . Do your research. There r sode effects. https://t.co/bOBCBErtoQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"842",302,5,9.81e+17,3,"Wed Apr 04 09:49:15 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Developed allergies after vaccinated. Doctor falsified records. https://t.co/ofVtVszhod #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.1,0.3,"positive"
"843",303,14,9.81e+17,15,"Wed Apr 04 06:33:16 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Powerful scientific evidence has emerged indicating that vaccines cause brain injury such as autism, epilepsy, schizophrenia, depression, attention-deficit disorder and other mental illnesses https://t.co/FlSNBygukT #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.1,0.6,"positive"
"844",304,0,9.81e+17,0,"Tue Apr 03 16:09:40 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/2rw1O1r6Kl #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"845",305,1,9.81e+17,1,"Mon Apr 02 11:38:46 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Completely happy before DTP vaccine then sick after. What is going on  https://t.co/iFipYWPXB4 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.042857143,0.928571429,"positive"
"846",306,3,9.8e+17,2,"Sun Apr 01 11:44:49 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Lost life she knew after Tdap vaccine https://t.co/jEylGeFiJp #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"847",307,1,9.8e+17,1,"Sun Apr 01 11:33:58 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"I gave up being a nurse because of vaccines https://t.co/jEylGeFiJp #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"848",308,3,9.8e+17,3,"Sun Apr 01 04:39:43 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Powerful scientific evidence has emerged indicating that vaccines cause brain injury such as autism, epilepsy, schizophrenia, depression, attention-deficit disorder and other mental illnesses https://t.co/FlSNBygukT #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0.1,0.6,"positive"
"849",309,0,9.8e+17,0,"Sat Mar 31 15:43:41 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/u2iuw7VI0e #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"850",310,1,9.8e+17,1,"Sat Mar 31 12:28:04 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Why do ppl think 5 vaccines at one time is good for your baby. After MMR baby regressed https://t.co/emsHJ9C0t4 #vaxwithme #vaxxed #vaccines #vaccineswork",0.7,0.6,"positive"
"851",311,10,9.8e+17,1,"Sat Mar 31 11:16:21 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"@2ndfor1st @SuzieQT11 Along with Paul Offit and Richard Pan these ppl are dangerous lying to the ppl saying vaccines are safe and effective",0.166666667,0.733333333,"positive"
"852",312,2,9.8e+17,1,"Sat Mar 31 11:11:48 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"50 studies showing vaccines unsafe https://t.co/3ytPQ6JpqO #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"853",313,2,9.8e+17,1,"Fri Mar 30 09:07:52 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Hannah and her family describe devastating effects after Gardisil vaccine https://t.co/zfeMtxcL7b #vaxwithme #vaxxed #vaccines #vaccineswork",-1,1,"negative"
"854",314,2,9.8e+17,0,"Fri Mar 30 08:30:43 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Lost child after six month vaccines  https://t.co/Q9GAhlSoMa #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme",0,0,"neutral"
"855",315,2,9.79e+17,0,"Tue Mar 27 17:59:53 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/4C2sDDwZN7 #vaxwithme # vaxxed #vaccineswork #vaccines",0,0,"neutral"
"856",316,3,9.78e+17,1,"Mon Mar 26 13:29:40 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Why aren't children in the UK vaccinated against chickenpox? https://t.co/3rK0VDbZ9f #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"857",317,4,9.78e+17,3,"Mon Mar 26 01:10:25 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/8j8tTUlfuH #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",0,0,"neutral"
"858",318,8,9.78e+17,6,"Sun Mar 25 22:59:21 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"If only half of America is properly vaccinated, where are the epidemics? https://t.co/BCwmnTDFSZ #vaxwithme #vaxxed #vaccines #vaccineswork",-0.083333333,0.133333333,"negative"
"859",319,1,9.78e+17,0,"Sun Mar 25 13:09:52 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed https://t.co/81FKRKEI4S",0,0,"neutral"
"860",320,2,9.78e+17,1,"Sun Mar 25 10:45:05 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Our children are being sold to 
Big Pharma for huge profits  https://t.co/Lo0Z427Lx0 #vaxwithme #vaxxed #vaccines #vaccineswork",0.2,0.5,"positive"
"861",321,0,9.78e+17,1,"Sun Mar 25 01:38:47 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/LA9CHCbtYr #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"862",322,3,9.78e+17,1,"Sat Mar 24 11:11:07 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Senator Ben Allen said Vaxxed Movie Is Not an Anti Vaccine Movie https://t.co/cDUqLRm09B #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"863",323,2,9.77e+17,1,"Thu Mar 22 23:36:31 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"Government looking for comments. We all need to be heard #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/E6n90zNvl4",0,0,"neutral"
"864",324,0,9.77e+17,1,"Thu Mar 22 23:21:03 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/8V62qDQehL #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"865",325,2,9.77e+17,3,"Thu Mar 22 22:32:33 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/A5kImz0kV5 #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"866",326,4,9.77e+17,1,"Thu Mar 22 03:03:09 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"https://t.co/wQvxbDHcYm  #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"867",327,8,9.77e+17,7,"Wed Mar 21 18:52:46 +0000 2018",240,7.83e+17,"b'deb16wood'",0,"A University of Pittsburgh study showed vaccines altered the behavior in monkeys https://t.co/pQMUByVPsb #vaxwithme #vaxxed #vaccines #vaccineswork",0,0,"neutral"
"868",328,0,1e+18,0,"Wed Jun 06 11:32:50 +0000 2018",2177,3310933380,"b'joejoe80495073'",0,"@CA_ProLife @TheRealJohnHCox Travis Allen had 383,000 votes, he understood the people with autism/ vaccine injury and their need for choice on vaccination. We must have sb277 repealed in California, vaccine injury is a big issue to many, and nothing else.",0.25,0.3,"positive"
"869",329,8,1e+18,1,"Sun Jun 03 18:01:34 +0000 2018",2177,3310933380,"b'joejoe80495073'",0,"@Whats_The_Harm We are parents of vaccine injured children, there is science and judgements from the vaccine court to prove this. It wouldn't be a wise move by facebook.",0.7,0.9,"positive"
"870",330,0,1e+18,0,"Fri Jun 01 17:31:45 +0000 2018",2177,3310933380,"b'joejoe80495073'",0,"@alzassociation @tonyhawk Then we must end it with removing aluminum from environment especially vaccines.",0,1,"neutral"
"871",331,0,1e+18,0,"Wed May 30 22:13:38 +0000 2018",2177,3310933380,"b'joejoe80495073'",0,"@SNCCLA There you have it, another case of the failed theory of vaccine induced herd immunity. #cdcwhistleblower #vaxxed",-0.5,0.3,"negative"
"872",332,1,1e+18,0,"Tue May 29 14:15:55 +0000 2018",2177,3310933380,"b'joejoe80495073'",0,"@SNCCLA Thats just more evidence of vaccines not doing what shills brag about. #CDCwhistleblower",0,0,"neutral"
"873",333,2,1.01e+18,0,"Sun Jun 10 19:47:17 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"3. #EbolaDRC: Another 76 people have been vaccinated with the #Ebola vaccine. https://t.co/ilEQlDFIct",0,0,"neutral"
"874",334,9,1.01e+18,12,"Sun Jun 10 16:44:07 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"Clarifying: A @WHO contact reached out to say it's too soon to know if this child was paralyzed by #polio vaccine virus. Vaccine viruses were found in its stool, but it's still possible something else caused the paralysis. ""More to come hopefully soon."" https://t.co/ZnhJfMZ4rS",0,1,"neutral"
"875",335,15,1.01e+18,51,"Sat Jun 09 16:55:53 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"There is confirmation of a case of paralysis caused by #polio vaccine viruses in Venezuela. An unvaccinated child in an under-vaccinated community. That's a recipe for vaccine virus spread &amp; cases. Sad for this little tot. https://t.co/Lv2EMdwlWm",-0.34375,0.75,"negative"
"876",336,51,1.01e+18,36,"Sat Jun 09 16:05:57 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"1. Interesting #EbolaDRC epi curve in @WHO's latest SITREP (#9). The red arrow shows when vaccination started in Mbandaka, the yellow when it started in Bikoro &amp; Iboko. Look forward to analyses that will come later about what role vaccine played in control. https://t.co/uqAMeHmBBm",0.2,0.28,"positive"
"877",337,0,1.01e+18,0,"Fri Jun 08 22:05:25 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"@Ourotheboros All the vaccines are made differently. You can't assume that the way one works is true for another.",0.175,0.625,"positive"
"878",338,14,1.01e+18,14,"Fri Jun 08 19:41:15 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"A @WHO expert group has been reviewing data this week on #Ebola vaccines made by China &amp; Russia. But given the current pattern of the #DRC outbreak, a 2nd vaccine doesn't appear to be needed there at present, @WHO's @PeteSalama says. https://t.co/E07xun0Kxm",0,0.2,"neutral"
"879",339,0,1.01e+18,0,"Fri Jun 08 19:30:26 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"2. #EbolaDRC: another 238 people have received the #Merck #Ebola vaccine. https://t.co/BgHAdgd9c1",0,0,"neutral"
"880",340,5,1.01e+18,9,"Fri Jun 08 15:44:28 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"This move by China to bring their #Ebola vaccine to #DRC could complicate prospects for the #Merck &amp; #Janssen #J&amp;J vaccine. Especially the latter, I suspect. https://t.co/m68N9DpXRr",0,0,"neutral"
"881",341,3,1.01e+18,14,"Fri Jun 08 11:40:40 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"Chinese scientists are heading to #DRC with #Ebola vaccine. What’s that going to do to the effort to test experimental vaccines there?  https://t.co/E07xun0Kxm",0.05,0.2,"positive"
"882",342,2,1e+18,0,"Thu Jun 07 23:39:21 +0000 2018",23038,28838219,"b'HelenBranswell'",0,"3. #EbolaDRC: Another 247 people have been vaccinated with the #Merck #Ebola vaccine. https://t.co/EXdsqm5j8z",0,0,"neutral"
